Study region	USGS station number	USGS station name	Short name	Chemical name	NWIS parameter code	CASRN	Pesticide degradate	Parent	Sample date (YYYYMMDD)	Result (ug/L)	Remark
MSQA	T03351072	WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN	IN_Williams	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130610	1.6562	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130605	4.2253	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130606	13.226	DET
MSQA	T06800000	Maple Creek near Nickerson, Nebr.	NE_Maple	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130610	1.6201	DET
MSQA	T385730088324401	LITTLE WABASH RIVER NEAR MASON, IL	IL_Wabash	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130611	0.797	DET
MSQA	T383158092192001	North Moreau Creek nr Jefferson City, MO	MO_Moreau	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130610	0.4336	DET
MSQA	T03353200	EAGLE CREEK AT ZIONSVILLE, IN	IN_Eagle	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130611	1.1303	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130611	8.8636	DET
MSQA	T0531656290	WEST FORK BEAVER CREEK AT 320 ST. NEAR BECHYN, MN	MN_WBeaver	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130610	0.3491	DET
MSQA	T05592195	BECK CREEK AT HERRICK, IL	IL_Becks	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130611	0.7676	DET
MSQA	T03271000	Wolf Creek at Dayton OH	OH_Wolf	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130611	0.3445	DET
MSQA	T06893620	Rock Creek at Kentucky Road in Independence, MO	MO_Rock	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130610	1.0625	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130613	0.9727	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130611	4.1016	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130611	2.389	DET
MSQA	T400856089562001	HERGET DRAINAGE DITCH NEAR KILBOURNE, IL	IL_Herget	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130613	0.648	DET
MSQA	T06893620	Rock Creek at Kentucky Road in Independence, MO	MO_Rock	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130617	1.1018	DET
MSQA	T05420520	Wapsipinicon River at McIntire, IA	IA_Wapsipinicon	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130613	1.3089	DET
MSQA	T03351072	WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN	IN_Williams	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130617	0.9402	DET
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130619	2.7541	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130618	1.3967	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130618	18.0508	DET
MSQA	T383158092192001	North Moreau Creek nr Jefferson City, MO	MO_Moreau	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130618	1.3773	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130620	4.6278	DET
MSQA	T400227095151501	Squaw Creek Ditch near Squaw Creek Wildlife Area	MO_Squaw	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130618	1.1437	DET
MSQA	T05592195	BECK CREEK AT HERRICK, IL	IL_Becks	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130618	1.1585	DET
MSQA	T06610765	Little Papillion Cr at Ak-Sar-Ben at Omaha, Nebr.	NE_Papillion	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130624	1.075	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130620	5.2677	DET
MSQA	T0531656290	WEST FORK BEAVER CREEK AT 320 ST. NEAR BECHYN, MN	MN_WBeaver	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130624	0.9768	DET
MSQA	T03351072	WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN	IN_Williams	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130624	2.0381	DET
MSQA	T435420096290500	PIPESTONE CREEK NR SD/MN STATE LINE	SD_Pipestone	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130625	1.1209	DET
MSQA	T06610785	West Papillion Creek at Millard, Nebr.	NE_WPapillion	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130624	2.1858	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130626	15.6963	E
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130626	3.3831	E
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130625	3.8739	E
MSQA	T05457520	Cedar River at Lancer Avenue at Osage, IA	IA_Cedar	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130627	1.117	DET
MSQA	T05457200	CEDAR RIVER AT 100TH ST. NEAR LYLE, MN	MN_Cedar	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130627	0.9625	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130624	0.6487	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130626	4.0766	DET
MSQA	T05572000	SANGAMON RIVER AT MONTICELLO, IL	IL_Sangamon	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130624	0.5541	E
MSQA	T05320500	LE SUEUR RIVER NEAR RAPIDAN, MN	MN_LeSueur	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130630	0.7283	E
MSQA	T05325148	SEVENMILE CK BLW FOOTBRIDGE IN PARK NR KASOTA, MN	MN_Sevenmile	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130701	0.3716	E
MSQA	T03351072	WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN	IN_Williams	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130701	1.461	E
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130703	7.7254	E
MSQA	T0531656290	WEST FORK BEAVER CREEK AT 320 ST. NEAR BECHYN, MN	MN_WBeaver	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130630	0.5142	E
MSQA	T05320410	MAPLE RIVER AT HWY 30 NEAR MAPLETON, MN	MN_Maple	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130701	0.7785	E
MSQA	T06893620	Rock Creek at Kentucky Road in Independence, MO	MO_Rock	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130701	0.5373	E
MSQA	T385730088324401	LITTLE WABASH RIVER NEAR MASON, IL	IL_Wabash	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130709	1.1652	DET
MSQA	T400227095151501	Squaw Creek Ditch near Squaw Creek Wildlife Area	MO_Squaw	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130708	1.4209	DET
MSQA	T05592195	BECK CREEK AT HERRICK, IL	IL_Becks	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130709	0.8485	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130710	18.0056	DET
MSQA	T05531500	SALT CREEK AT WESTERN SPRINGS, IL	IL_Salt	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130708	0.8854	DET
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130710	1.53	DET
MSQA	T05457200	CEDAR RIVER AT 100TH ST. NEAR LYLE, MN	MN_Cedar	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130710	1.5556	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130711	3.6003	DET
MSQA	T06610785	West Papillion Creek at Millard, Nebr.	NE_WPapillion	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130710	2.7634	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130711	9.2319	E
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130717	1.145	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130717	15.6875	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130717	5.3516	DET
MSQA	T06804000	Wahoo Creek at Ithaca, Nebr.	NE_Wahoo	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130717	3.0742	DET
MSQA	T06610785	West Papillion Creek at Millard, Nebr.	NE_WPapillion	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130717	1.9593	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130719	3.0693	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130716	9.0804	DET
MSQA	T05457200	CEDAR RIVER AT 100TH ST. NEAR LYLE, MN	MN_Cedar	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130723	0.9069	E
MSQA	T05420520	Wapsipinicon River at McIntire, IA	IA_Wapsipinicon	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130723	1.0096	E
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130724	1.2159	E
MSQA	T400227095151501	Squaw Creek Ditch near Squaw Creek Wildlife Area	MO_Squaw	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130722	0.9605	E
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130723	13.6409	DET
MSQA	T06610765	Little Papillion Cr at Ak-Sar-Ben at Omaha, Nebr.	NE_Papillion	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130723	2.4271	DET
MSQA	T03271000	Wolf Creek at Dayton OH	OH_Wolf	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130723	1.2238	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130724	5.9975	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130723	8.8714	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130724	3.2365	DET
MSQA	T06893620	Rock Creek at Kentucky Road in Independence, MO	MO_Rock	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130730	0.4465	DET
MSQA	T391114085205801	OTTER CREEK AT W COUNTY RD 750N NR NAPOLEON, IN	IN_Otter2	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130730	3.3442	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130731	3.7506	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130729	8.5905	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130731	11.8871	DET
MSQA	T06804000	Wahoo Creek at Ithaca, Nebr.	NE_Wahoo	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130724	0.6755	DET
MSQA	T06610785	West Papillion Creek at Millard, Nebr.	NE_WPapillion	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130724	1.0137	DET
MSQA	T05320410	MAPLE RIVER AT HWY 30 NEAR MAPLETON, MN	MN_Maple	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130730	0.8733	E
MSQA	T06893620	Rock Creek at Kentucky Road in Independence, MO	MO_Rock	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130805	0.7205	E
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130731	3.8866	E
MSQA	T06610785	West Papillion Creek at Millard, Nebr.	NE_WPapillion	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130730	2.313	E
MSQA	T385730088324401	LITTLE WABASH RIVER NEAR MASON, IL	IL_Wabash	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130731	0.8702	E
MSQA	T03351072	WILLIAMS CREEK AT 96TH STREET, INDIANAPOLIS, IN	IN_Williams	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130805	1.565	E
MSQA	T06610765	Little Papillion Cr at Ak-Sar-Ben at Omaha, Nebr.	NE_Papillion	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130730	1.3776	E
MSQA	T391601087414801	MILL CREEK NEAR CHOCTAW, IL	IL_Mill	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130801	0.8421	E
MSQA	T05592195	BECK CREEK AT HERRICK, IL	IL_Becks	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130731	0.6228	E
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130805	10.8045	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130808	8.4385	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130806	3.6401	DET
MSQA	T03259000	Mill Creek at Carthage OH	OH_Mill	Fipronil sulfone	66613	120068-36-2	Degradate	Fipronil	20130808	4.155	DET
MSQA	T03383782	RICHLAND CREEK AT CARBONDALE RD NEAR RICHLAND, KY	KY_Richland	Azinphos-methyl oxon	68211	961-22-8	Degradate	Azinphos-methyl	20130626	1.2331	DET
MSQA	T040852508	TISCH MILLS CREEK AT TISCH MILLS, WI	WI_Tisch	Azinphos-methyl oxon	68211	961-22-8	Degradate	Azinphos-methyl	20130807	0.0303	E
MSQA	T05426400	SCUPPERNONG RIVER NEAR PALMYRA, WI	WI_Scuppernong	Azinphos-methyl oxon	68211	961-22-8	Degradate	Azinphos-methyl	20130806	0.183	E
MSQA	T05457200	CEDAR RIVER AT 100TH ST. NEAR LYLE, MN	MN_Cedar	Azinphos-methyl oxon	68211	961-22-8	Degradate	Azinphos-methyl	20130807	0.0697	E
MSQA	T06800000	Maple Creek near Nickerson, Nebr.	NE_Maple	Chlorpyrifos oxon	68216	5598-15-2	Degradate	Chlorpyrifos	20130729	0.7532	E
MSQA	T05426400	SCUPPERNONG RIVER NEAR PALMYRA, WI	WI_Scuppernong	Chlorpyrifos oxon	68216	5598-15-2	Degradate	Chlorpyrifos	20130806	0.3766	E
MSQA	T05599100	GALUM CREEK NEAR PYATTS, IL	IL_Galum	3,4-Dichlorophenylurea	68226	2327-02-8	Degradate	Diuron	20130805	10.0078	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	3,4-Dichlorophenylurea	68226	2327-02-8	Degradate	Diuron	20130805	7.8967	DET
MSQA	T403242084553201	LIMBERLOST CREEK AT CORD N 250 E NEAR BRYANT, IN	IN_Limberlost	3,4-Dichlorophenylurea	68226	2327-02-8	Degradate	Diuron	20130724	9.5699	DET
MSQA	T392158086035901	NINEVEH CR AT STONE ARCH RD NR NINEVEH, IN	IN_Nineveh	3,4-Dichlorophenylurea	68226	2327-02-8	Degradate	Diuron	20130611	50.0565	DET
MSQA	T392158086035901	NINEVEH CR AT STONE ARCH RD NR NINEVEH, IN	IN_Nineveh	3,4-Dichlorophenylurea	68226	2327-02-8	Degradate	Diuron	20130618	17.1445	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	3,4-Dichlorophenylurea	68226	2327-02-8	Degradate	Diuron	20130710	27.3375	DET
MSQA	T040869416	LINCOLN CREEK @ SHERMAN BOULEVARD AT MILWAUKEE, WI	WI_Lincoln	3,4-Dichlorophenylurea	68226	2327-02-8	Degradate	Diuron	20130708	36.8564	DET
MSQA	T040869416	LINCOLN CREEK @ SHERMAN BOULEVARD AT MILWAUKEE, WI	WI_Lincoln	3,4-Dichlorophenylurea	68226	2327-02-8	Degradate	Diuron	20130722	45.7591	DET
MSQA	T392158086035901	NINEVEH CR AT STONE ARCH RD NR NINEVEH, IN	IN_Nineveh	3,4-Dichlorophenylurea	68226	2327-02-8	Degradate	Diuron	20130723	107.0366	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	3,4-Dichlorophenylurea	68226	2327-02-8	Degradate	Diuron	20130723	20.5821	DET
MSQA	T05599100	GALUM CREEK NEAR PYATTS, IL	IL_Galum	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130507	5.0587	DET
MSQA	T392158086035901	NINEVEH CR AT STONE ARCH RD NR NINEVEH, IN	IN_Nineveh	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130506	42.0719	DET
MSQA	T06893620	Rock Creek at Kentucky Road in Independence, MO	MO_Rock	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130507	4.0348	DET
MSQA	T385730088324401	LITTLE WABASH RIVER NEAR MASON, IL	IL_Wabash	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130507	7.6684	DET
MSQA	T391601087414801	MILL CREEK NEAR CHOCTAW, IL	IL_Mill	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130507	3.5656	DET
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130507	10.7698	DET
MSQA	T395942083151401	Big Darby Creek at Prairie Oaks nr Lake Darby, OH	OH_Darby	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130531	34.7921	E
MSQA	T06610785	West Papillion Creek at Millard, Nebr.	NE_WPapillion	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130603	15.7215	DET
MSQA	T06610765	Little Papillion Cr at Ak-Sar-Ben at Omaha, Nebr.	NE_Papillion	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130603	1.7252	DET
MSQA	T391114085205801	OTTER CREEK AT W COUNTY RD 750N NR NAPOLEON, IN	IN_Otter2	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130604	1.7602	E
MSQA	T03353200	EAGLE CREEK AT ZIONSVILLE, IN	IN_Eagle	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130604	13.6599	E
MSQA	T400227095151501	Squaw Creek Ditch near Squaw Creek Wildlife Area	MO_Squaw	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130604	1.9436	E
MSQA	T392158086035901	NINEVEH CR AT STONE ARCH RD NR NINEVEH, IN	IN_Nineveh	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130604	191.3671	E
MSQA	T383158092192001	North Moreau Creek nr Jefferson City, MO	MO_Moreau	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130604	1.0548	DET
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130605	19.601	E
MSQA	T403242084553201	LIMBERLOST CREEK AT CORD N 250 E NEAR BRYANT, IN	IN_Limberlost	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130605	7.2636	E
MSQA	T390227092234101	Perche Creek near Columbia, MO	MO_Perche	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130605	3.3932	DET
MSQA	T390200092341701	Moniteau Creek near Rocheport, MO	MO_Moniteau	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130605	14.8706	DET
MSQA	T385730088324401	LITTLE WABASH RIVER NEAR MASON, IL	IL_Wabash	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130604	8.0171	E
MSQA	T05592195	BECK CREEK AT HERRICK, IL	IL_Becks	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130604	11.9585	E
MSQA	T395942083151401	Big Darby Creek at Prairie Oaks nr Lake Darby, OH	OH_Darby	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130506	55.9943	DET
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130507	12.9663	DET
MSQA	T411146082244001	Vermilion River at SR18 near Clarksfield, OH	OH_Vermilion	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130507	25.0102	DET
MSQA	T05531500	SALT CREEK AT WESTERN SPRINGS, IL	IL_Salt	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130507	17.4862	DET
MSQA	T06893350	TOMAHAWK C NR OVERLAND PARK, KS	KS_Tomahawk	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130507	4.415	DET
MSQA	T390200092341701	Moniteau Creek near Rocheport, MO	MO_Moniteau	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130508	2.5325	DET
MSQA	T410150083125701	Sandusky River at CR6 near McClutchenville, OH	OH_Sandusky	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130508	8.9381	DET
MSQA	T03611100	MASSAC CREEK AT METROPOLIS, IL	IL_Massac	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130508	6.1792	DET
MSQA	T391504093003301	Bear Creek nr Gilliam, MO	MO_Bear	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130509	1.8851	DET
MSQA	T06610765	Little Papillion Cr at Ak-Sar-Ben at Omaha, Nebr.	NE_Papillion	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130506	4.0862	DET
MSQA	T06610785	West Papillion Creek at Millard, Nebr.	NE_WPapillion	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130506	6.156	DET
MSQA	T05517000	YELLOW RIVER AT KNOX, IN	IN_Yellow	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130509	7.7434	DET
MSQA	T06893620	Rock Creek at Kentucky Road in Independence, MO	MO_Rock	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130513	13.0794	DET
MSQA	T05599100	GALUM CREEK NEAR PYATTS, IL	IL_Galum	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130513	17.6057	DET
MSQA	T390200092341701	Moniteau Creek near Rocheport, MO	MO_Moniteau	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130515	3.4563	E
MSQA	T403242084553201	LIMBERLOST CREEK AT CORD N 250 E NEAR BRYANT, IN	IN_Limberlost	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130515	35.4428	E
MSQA	T411146082244001	Vermilion River at SR18 near Clarksfield, OH	OH_Vermilion	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130513	20.1197	E
MSQA	T392158086035901	NINEVEH CR AT STONE ARCH RD NR NINEVEH, IN	IN_Nineveh	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130514	64.2186	E
MSQA	T395942083151401	Big Darby Creek at Prairie Oaks nr Lake Darby, OH	OH_Darby	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130515	39.8518	E
MSQA	T384240087103901	PRAIRIE CR AT CO RD N100W NR CAPEHART, IN	IN_Prairie	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130515	11.1454	E
MSQA	T394254094092301	Brushy Creek near Cameron, MO	MO_Brushy	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130514	7.0237	DET
MSQA	T05531500	SALT CREEK AT WESTERN SPRINGS, IL	IL_Salt	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130514	31.9699	DET
MSQA	T05572000	SANGAMON RIVER AT MONTICELLO, IL	IL_Sangamon	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130516	13.8884	DET
MSQA	T400227095151501	Squaw Creek Ditch near Squaw Creek Wildlife Area	MO_Squaw	N-(3,4-Dichlorophenyl)-N-methylurea	68231	3567-62-2	Degradate	Diuron	20130516	7.9814	DET
